plant,method,position_rmse
servo_b4_z0.7_d0,hybrid,2.4044367482493785
servo_b4_z0.7_d0,hybrid,2.9590855223085315
servo_b4_z0.7_d0,hybrid,3.190685201590074
servo_b4_z0.7_d0,hybrid,3.417683301388587
servo_b4_z0.7_d0,hybrid,3.640372973656489
servo_b4_z0.7_d0,hybrid,4.522220609269518
servo_b4_z0.7_d0,hybrid,6.72796011119204
servo_b4_z0.7_d0,measured,0.29536129605963407
servo_b4_z0.7_d0,measured,0.33256340601090795
servo_b4_z0.7_d0,measured,0.6160027776544231
servo_b4_z0.7_d0,measured,0.6260345527630469
servo_b4_z0.7_d0,measured,0.842261790366361
servo_b4_z0.7_d0,measured,0.8498876579820024
servo_b4_z0.7_d0,measured,1.2615995188531217
servo_b4_z0.7_d0,measured,1.3416166498897424
servo_b4_z0.7_d0,measured,1.3870004133440346
servo_b4_z0.7_d0,measured,1.530722444876334
servo_b4_z0.7_d0,measured,1.551564031969095
servo_b4_z0.7_d0,measured,1.6011599192458346
servo_b4_z0.7_d0,measured,1.6356972701879546
servo_b4_z0.7_d0,measured,1.792620886044211
servo_b4_z0.7_d0,measured,2.1280244536316033
servo_b4_z0.7_d0,measured,2.1309317435212014
servo_b4_z0.7_d0,measured,2.398638809729692
servo_b4_z0.7_d0,measured,2.955372830059251
servo_b4_z0.7_d0,measured,3.0914490425781507
servo_b4_z0.7_d0,measured,3.231236404665191
servo_b4_z0.7_d0,measured,3.6403412884643274
servo_b4_z0.7_d0,measured,3.719860881165208
servo_b4_z0.7_d0,measured,4.5219848178066755
servo_b4_z0.7_d0,measured,6.7377387403606255
servo_b4_z0.7_d0,previous_command,0.0023163772683223952
servo_b4_z0.7_d0,previous_command,0.0024262877146586526
